"ProjectID","TransactionID","TransactionTitle","WrittenDescription","ProcurementCategory","TenderNoticeSource","ContractAwardID","ContractorName","ContractorCountry","ContractAmount","ContractCurrency","ContractAmountUsd","DateOfAward","StartDate","EndDate","ContractAwardSource"
"OAP1","OAP1-454","Fabrication of steel parts of Jhirghat Trail Bridge and transportation up to nearest road way","Fabrication of steel parts of Jhirghat Trail Bridge and transportation up to nearest road way","Goods","http://edolidar.gov.np/tender_details.php?tid=21458","","","","","","","","","",""
"OAP1","OAP1-455","Fabrication of steel parts of Patare Trail Bridge and transportation up to nearest road way","Fabrication of steel parts of Patare Trail Bridge and transportation up to nearest road way","Goods","http://edolidar.gov.np/tender_details.php?tid=21458","","","","","","","","","",""
"OAP1","OAP1-456","Fabrication of steel parts of Habdamba Truss Bridge and transportation up to Diktel, Khotang","Contract Identification No: DDC Khotang/069-70/TB/01","Goods","http://edolidar.gov.np/tender_details.php?tid=21702","","","","","","","","","",""
"OAP1","OAP1-457","Fabrication of steel parts of Pungma Dovan Suspended Bridge and transportation up to Diktel, Khotang","Contract Identification No: DDC Khotang/069-70/TB/02","Goods","http://edolidar.gov.np/tender_details.php?tid=21702","","","","","","","","","",""
"OAP1","OAP1-458","Fabrication of steel parts of  Mekhu Khola Truss Bridge and transportation up Lamidanda, Khotang","Contract Identification No: DDC Khotang/069-70/TB/03","Goods","http://edolidar.gov.np/tender_details.php?tid=21702","","","","","","","","","",""
"OAP1","OAP1-459","Fabrication of steel parts of Kankhe Khola Truss Bridge and transportation up Diktel, Khotang","Contract Identification No: DDC Khotang/069-70/TB/04","Goods","http://edolidar.gov.np/tender_details.php?tid=21702","","","","","","","","","",""
"OAP1","OAP1-46","BARDIYA DISTRICT: RAJAPUR RING ROAD","BARDIYA DISTRICT: RAJAPUR RING ROAD","Civil Works","","279","M/S GAJURMUKHI NIRMAN COMPANY PVT. LTD","Nepal","476000","USD","476000","2007-07-03","","","http://search.worldbank.org/wcontractdata/contractdetails/1270523"
"OAP1","OAP1-460","Fabrication of steel parts of  Kharuwa Khola Truss Bridge and transportation up to Diktel Khotang","Contract Identification No: DDC Khotang/069-70/TB/05","Goods","http://edolidar.gov.np/tender_details.php?tid=21702","","","","","","","","","",""
"OAP1","OAP1-461","Fabrication of steel parts and transportation up to road heads of eight different bridges (Larpan Khola, Singare khola, Misur khola, Batodaha, Andheri khola, Baluwa jhangar, Bhyaure khola &~ Ghattabari)","Fabrication of steel parts and transportation up to road heads of eight different bridges (Larpan Khola, Singare khola, Misur khola, Batodaha, Andheri khola, Baluwa jhangar, Bhyaure khola &~ Ghattabari)","Goods","http://edolidar.gov.np/tender_details.php?tid=21841","","","","","","","","","",""
"OAP1","OAP1-462","Fabrication of steel parts and transportation up to road heads of Imilcha, Nuwakot, Bahrbhare & Huri Mohri bridges.","Fabrication of steel parts and transportation up to road heads of Imilcha, Nuwakot, Bahrbhare & Huri Mohri bridges.","Goods","http://edolidar.gov.np/tender_details.php?tid=21862","","","","","","","","","",""
"OAP1","OAP1-463","Supply of Machine made gabion boxes","RAIDP/G/NCB/RAS/DS/Gabion/069-070","Goods","http://edolidar.gov.np/tender_details.php?tid=23081","","","","","","","","","",""
"OAP1","OAP1-464","Supply of tools for road construction","RAIDP/G/SQ/RAS/DS/PCK-A/069-70","Goods","http://edolidar.gov.np/tender_details.php?tid=23081","","","","","","","","","",""
"OAP1","OAP1-465","Supply of tools for road construction","RAIDP/G/SQ/RAS/DS/PCK-B/069-70","Goods","http://edolidar.gov.np/tender_details.php?tid=23081","","","","","","","","","",""
"OAP1","OAP1-466","Procurement of fabricated steel parts for Sunde Suspended Bridge above Seti River","DDC/RAIDP/TB-FP/06/2069-070","Goods","http://edolidar.gov.np/tender_details.php?tid=22846","","","","","","","","","",""
"OAP1","OAP1-467","Major Maintenance (Fabrication, supply, construction and erection of Steel Parts) of Sarangghat Suspension Bridge on turnkey basis.","DDC/TB-CTP/07/2069-070","Goods","http://edolidar.gov.np/tender_details.php?tid=22846","","","","","","","","","",""
"OAP1","OAP1-468","Expression of Interest for Preparation of District Child Profile and Periodic Plan of Child in Tanahun District","DDC/EOI/QCBS/08/2069-070","Consultant Services","http://edolidar.gov.np/tender_details.php?tid=22846","","","","","","","","","",""
"OAP1","OAP1-469","Supply, delivery and installation of Construction Tools and Accessories","RAIDP/SKT/SQ/Tools/PCK-A/069-070","Goods","http://edolidar.gov.np/tender_details.php?tid=22866","","","","","","","","","",""
"OAP1","OAP1-47","RUPANDEHI DISTRICT: FIRELINE-LUMBINI ROAD","RUPANDEHI DISTRICT: FIRELINE-LUMBINI ROAD: CH 0+000 TO 7+500 KM","Civil Works","","280","JAYA BUDDHA NIRMAN SEWA P. LTD.","Nepal","141000","USD","141000","2007-06-25","","","http://search.worldbank.org/wcontractdata/contractdetails/1274184"
"OAP1","OAP1-470","Procurement of Tools for Dry season Roads in Kaski District","Procurement of Tools for Dry season Roads in Kaski District","Goods","http://edolidar.gov.np/tender_details.php?tid=22917","","","","","","","","","",""
"OAP1","OAP1-471","Procurement of Gabion Boxes and Geotextile for Dry Season Roads in Kaski. District","Procurement of Gabion Boxes and Geotextile for Dry Season Roads in Kaski. District","Goods","http://edolidar.gov.np/tender_details.php?tid=22917","","","","","","","","","",""
"OAP1","OAP1-472","Supply of machine made Gabion boxes","Hexagonal mesh size (100 x 120)mm including rolling, cutting and weaving. Transportation of Gabion box from weaving yard/Store to construction site (Patihalna - Banfukhola Dry Road Corridor)","Goods","http://edolidar.gov.np/tender_details.php?tid=22924","","","","","","","","","",""
"OAP1","OAP1-473","Supply of Machine made gabion boxes up to Rudrabeni-Dhuseni,Padhigaun Road","RAIDP/G/NCB/GUL/DS/Gabion/069-070","Goods","http://edolidar.gov.np/tender_details.php?tid=23227","","","","","","","","","",""
"OAP1","OAP1-474","Fabrication of steel parts of Bigri Suspended Bridge, Dware,Santada , Thadagada , Libhrukhola, darkhet TB and transportation up to Road Head Specified on BoQ","Fabrication of steel parts of Bigri Suspended Bridge, Dware,Santada , Thadagada , Libhrukhola, darkhet TB and transportation up to Road Head Specified on BoQ","Goods","http://edolidar.gov.np/tender_details.php?tid=23593","","","","","","","","","",""
"OAP1","OAP1-475","Fabrication of Steel Parts of Beluwa sathbise Buteni Suspended Bridge and transportation of steel parts upto Road head, Udaypurkot","DDC/Pyu /069-70/TB/01)","Goods","http://edolidar.gov.np/tender_details.php?tid=23790","","","","","","","","","",""
"OAP1","OAP1-476","Fabrication of Steel Parts of Todyar Thati Chaur Suspended Bridge and transportation of steel parts upto Road head, Khochiwang","DDC/Pyu /069-70/TB/02)","Goods","http://edolidar.gov.np/tender_details.php?tid=23790","","","","","","","","","",""
"OAP1","OAP1-477","Fabrication of Steel Parts of Lakhantar Suspended Bridge and transportation of steel parts upto Road head, Khochiwang","DDC/Pyu /069-70/TB/03)","Goods","http://edolidar.gov.np/tender_details.php?tid=23790","","","","","","","","","",""
"OAP1","OAP1-478","Fabrication of Steel Parts of Kharkhola Suspended Bridge and transportation of steel parts upto Road head","DDC/Pyu /069-70/TB/04)","Goods","http://edolidar.gov.np/tender_details.php?tid=23790","","","","","","","","","",""
"OAP1","OAP1-479","Fabrication of Steel Parts of Ganaha   Suspended Bridge and transportation of steel parts upto Road head","DDC/Pyu /069-70/TB/05)","Goods","http://edolidar.gov.np/tender_details.php?tid=23790","","","","","","","","","",""
"OAP1","OAP1-48","DHADING DISTRICT: DHADING BESI - SALYANTAR ROAD","DHADING DISTRICT: DHADING BESI - SALYANTAR ROAD: CH: 0+000 - 4+000","Civil Works","","281","JAYA BABA GORAKH CONSTRUCTION (P) LTD.","Nepal","94000","USD","94000","2006-07-07","","","http://search.worldbank.org/wcontractdata/contractdetails/1273706"
"OAP1","OAP1-480","Fabrication of Steel Parts of MangraKhola   Suspended Bridge and transportation of steel parts upto Road head","DDC/Pyu /069-70/TB/06)","Goods","http://edolidar.gov.np/tender_details.php?tid=23790","","","","","","","","","",""
"OAP1","OAP1-481","Fabrication of steel parts of Nangadaha suspended bridge and transportation up to road head","1/ DDC/UDA/TB 2069-070","Goods","http://edolidar.gov.np/tender_details.php?tid=24700","","","","","","","","","",""
"OAP1","OAP1-482","Fabrication of steel parts of Panighatta suspended bridge and transportation up to road head","2/ DDC/UDA/TB 2069/070","Goods","http://edolidar.gov.np/tender_details.php?tid=24700","","","","","","","","","",""
"OAP1","OAP1-483","Fabrication of steel parts of Majuwaphedi suspended bridge and transportation up to road head","3/ DDC/UDA/TB 2069-070","Goods","http://edolidar.gov.np/tender_details.php?tid=24700","","","","","","","","","",""
"OAP1","OAP1-484","Fabrication of steel parts of Mohantar suspended bridge and transportation up to road head","4/ DDC/UDA/TB 2098-2070","Goods","http://edolidar.gov.np/tender_details.php?tid=24700","","","","","","","","","",""
"OAP1","OAP1-485","Fabrication of steel parts of Chhangetar(Dhunge) suspended bridge and transportation up to road head","5/ DDC/UDA/TB 2069-070","Goods","http://edolidar.gov.np/tender_details.php?tid=24700","","","","","","","","","",""
"OAP1","OAP1-486","Fabrication of steel parts of Lamibagar suspended bridge and transportation up to road head","6/ DDC/UDA/TB 2069-070","Goods","http://edolidar.gov.np/tender_details.php?tid=24700","","","","","","","","","",""
"OAP1","OAP1-487","Fabrication of steel parts of Charpate truss bridge and transportation up to road head","7/ DDC/UDA/TB 2069-070","Goods","http://edolidar.gov.np/tender_details.php?tid=24700","","","","","","","","","",""
"OAP1","OAP1-488","Procurement of Fabricated Steel Parts for Short Span Trail bridge (SSTB)","RAIDP/G/NCB/Banke/DDC/02/TB/069/070","Goods","http://edolidar.gov.np/tender_details.php?tid=24811","","","","","","","","","",""
"OAP1","OAP1-489","Fabrication of steel parts and transportation up to DDC Office of Tribeni Shankhamul bridge.","(02/069/70)","Goods","http://edolidar.gov.np/tender_details.php?tid=24783","","","","","","","","","",""
"OAP1","OAP1-49","UDAYAPUR DISTRICT: BETINI-MAJKHARKA ROAD","UDAYAPUR DISTRICT: BETINI-MAJKHARKA ROAD: CH 20+000 TO 30+000 KM)","Civil Works","","282","AMAR CONSTRUCTION PVT. LTD.","Nepal","351000","USD","351000","2008-08-05","","","http://search.worldbank.org/wcontractdata/contractdetails/1277861"
"OAP1","OAP1-490","Fabrication of steel parts and transportation up to DDC Office of  Musle bridge","(03/069/70)","Goods","http://edolidar.gov.np/tender_details.php?tid=24783","","","","","","","","","",""
"OAP1","OAP1-491","Fabrication of steel parts and transportation up to DDC Office of Tapkebid bridge.","(04/069/70)","Goods","http://edolidar.gov.np/tender_details.php?tid=24783","","","","","","","","","",""
"OAP1","OAP1-492","Supply of machine made Gabion boxes up to Corridor of Dry Road Construction site","hexagonal mesh size (100 x 120)mm including rolling, cutting and weaving","Goods","http://edolidar.gov.np/tender_details.php?tid=25399","","","","","","","","","",""
"OAP1","OAP1-493","Fabrication of Steel parts of Bishughat Suspended Bridge and transportation up to roadhead  (Jogada VDC-1 )","24/069-70/ Raidp/Rupandehi/TB","Goods","http://edolidar.gov.np/tender_details.php?tid=25499","","","","","","","","","",""
"OAP1","OAP1-494","Fabrication of Steel parts of Katuwaghat Suspended Bridge and transportation upto roadhead , Gajdedi VDC-8","25/069-70/ Raidp/Rupandehi/TB","Goods","http://edolidar.gov.np/tender_details.php?tid=25499","","","","","","","","","",""
"OAP1","OAP1-495","Fabrication of Steel parts of Sarantandi Suspended Bridge and transportation upto roadhead , Devdah VDC-3","26/069-70/ Raidp/Rupandehi/TB","Goods","http://edolidar.gov.np/tender_details.php?tid=25499","","","","","","","","","",""
"OAP1","OAP1-496","Fabrication of Steel parts of Sankhamul Bagmati river foot trail steel truss Bridge and transportation up to roadhead  Sankhamul, Kathmandu","Sankhamul Bagmati River TB","Goods","http://edolidar.gov.np/tender_details.php?tid=25782","","","","","","","","","",""
"OAP1","OAP1-497","Construction of VDC building of Kapan VDC","12/Ktm/B/W/2069/70","Goods","http://edolidar.gov.np/tender_details.php?tid=25782","","","","","","","","","",""
"OAP1","OAP1-498","Fabrication of steel parts and transportation up to Padhmya Ghat bridge.","01/Kanchanpur//069/070","Goods","http://edolidar.gov.np/tender_details.php?tid=26535","","","","","","","","","",""
"OAP1","OAP1-499","Fabrication of steel parts of Jhirari Suspended bridge and transportation up to road head","8/ DDC/UDA/TB 2069-070","Goods","http://edolidar.gov.np/tender_details.php?tid=26657","","","","","","","","","",""
"OAP1","OAP1-5","HIRING OF INDIVIDUAL CONSULTANT - SOCIAL DEVELOPMENT ADVISOR","HIRING OF INDIVIDUAL CONSULTANT - SOCIAL DEVELOPMENT ADVISOR","Consultant Services","","283","INDIVIDUAL CONSULTANT","World","9000","USD","9000","2004-04-01","","","http://search.worldbank.org/wcontractdata/contractdetails/1239592"
"OAP1","OAP1-50","Construction of Jandaul- Kushaha Road Saptari District-AF","Construction of Jandaul- Kushaha Road Saptari District-AF","Civil Works","","284","KOSHI & NEUPANE NIRMAN SEWA","Nepal","155000","USD","155000","2012-05-04","","","http://search.worldbank.org/wcontractdata/contractdetails/1317809"
"OAP1","OAP1-500","Fabrication of steel parts of Hattimara truss bridge and transportation up to road head","9/ DDC/UDA/TB 2069-070","Goods","http://edolidar.gov.np/tender_details.php?tid=26657","","","","","","","","","",""
"OAP1","OAP1-501","Fabrication of steel parts of Chosekot TB and transportation up to Jadanga","RAIDP/G/NCB/BAJURA /DDC/01/TB/2069/070","Goods","http://edolidar.gov.np/tender_details.php?tid=26961","","","","","","","","","",""
"OAP1","OAP1-502","Fabrication of steel parts of Gopisera TB and transportation up to martadi","RAIDP/G/NCB/BAJURA /DDC/02/TB/2069/070","Goods","http://edolidar.gov.np/tender_details.php?tid=26961","","","","","","","","","",""
"OAP1","OAP1-503","Fabrication of steel parts of Shelaghat TB and transportation up to Martadi","RAIDP/G/NCB/BAJURA /DDC/03/TB/2069/070","Goods","http://edolidar.gov.np/tender_details.php?tid=26961","","","","","","","","","",""
"OAP1","OAP1-504","Fabrication of steel parts SSTB and transportation up to Kalikasthan, Rasuwa","DDC Rasuwa/069-70/TB/01","Goods","http://edolidar.gov.np/tender_details.php?tid=27112","","","","","","","","","",""
"OAP1","OAP1-505","Fabrication of steel parts of Ova Khola Suspended bridge and transportation up to road head B. P. Nagar","01/069/70/TB/ RAIDP/","Goods","http://edolidar.gov.np/tender_details.php?tid=27129","","","","","","","","","",""
"OAP1","OAP1-506","Fabrication of steel of Kedar Truss bridge parts and transportation up to road head sahajpur-Nigali","02/069/70/TB/ RAIDP/","Goods","http://edolidar.gov.np/tender_details.php?tid=27129","","","","","","","","","",""
"OAP1","OAP1-507","Fabrication of steel of Mal Khola truss bridge parts and transportation up to road head Khanidada","03/069/70/TB/ RAIDP/","Goods","http://edolidar.gov.np/tender_details.php?tid=27129","","","","","","","","","",""
"OAP1","OAP1-508","Fabrication of steel parts of Jyokhola and Goha Raha   Bridges and  Transportation of the fabricated steel parts up to road head of respective Trail Bridges.","Fabrication of steel parts of Jyokhola and Goha Raha   Bridges and  Transportation of the fabricated steel parts up to road head of respective Trail Bridges.","Goods","http://edolidar.gov.np/tender_details.php?tid=27404","","","","","","","","","",""
"OAP1","OAP1-509","Fabrication of steel parts of Tallo Eakraya Ghat and Dunde Khola  and Transportation of the fabricated steel parts up to road head of respective Trail Bridges.","Fabrication of steel parts of Tallo Eakraya Ghat and Dunde Khola  and Transportation of the fabricated steel parts up to road head of respective Trail Bridges.","Goods","http://edolidar.gov.np/tender_details.php?tid=27404","","","","","","","","","",""
"OAP1","OAP1-51","Bhimad-Bhirkot (Shringa Path)","Bhimad-Bhirkot (Shringa Path): Chainage 0+000-9+300)","Civil Works","http://raidp.gov.np/wp-content/uploads/2012/01/ITB-tanahu-for-website.pdf","285","THODUNG CONSTRUCTION PVT. LTD.","Nepal","392000","USD","392000","2010-11-16","","","http://search.worldbank.org/wcontractdata/contractdetails/1296835"
"OAP1","OAP1-510","Supply and fabrication of steel part of Benkhuwa suspended bridge including transportation upto Hile.","RAIDP/G/NCB/BHOJPUR/DDC/01/TB/069/070","Goods","http://edolidar.gov.np/tender_details.php?tid=28636","","","","","","","","","",""
"OAP1","OAP1-511","Supply and fabrication of steel part of Earkhuwadovan suspended bridge including transportation upto  Chatara.","RAIDP/G/NCB/BHOJPUR/DDC/02/TB/069/070","Goods","http://edolidar.gov.np/tender_details.php?tid=28636","","","","","","","","","",""
"OAP1","OAP1-512","Supply and fabrication of steel part of Dumre suspended bridge including transportation upto Hile.","RAIDP/G/NCB/BHOJPUR/DDC/03/TB/069/070","Goods","http://edolidar.gov.np/tender_details.php?tid=28636","","","","","","","","","",""
"OAP1","OAP1-513","Supply and fabrication of steel part of Lakuridovan Suspended  bridge including transportation upto Hile.","RAIDP/G/NCB/BHOJPUR/DDC/04/TB/069/070","Goods","http://edolidar.gov.np/tender_details.php?tid=28636","","","","","","","","","",""
"OAP1","OAP1-514","Supply and fabrication of steel part of Feguwa Truss bridge including transportation upto Hile.","RAIDP/G/NCB/BHOJPUR/DDC/05/TB/069/070","Goods","http://edolidar.gov.np/tender_details.php?tid=28636","","","","","","","","","",""
"OAP1","OAP1-515","Fabrication of steel parts and transportation up to DDC Office of Handi Khola bridge","Fabrication of steel parts and transportation up to DDC Office of Handi Khola bridge","Goods","http://edolidar.gov.np/tender_details.php?tid=29016","","","","","","","","","",""
"OAP1","OAP1-516","Fabrication of steel parts and transportation up to DDC Office of kali Khola bridge","Fabrication of steel parts and transportation up to DDC Office of kali Khola bridge","Goods","http://edolidar.gov.np/tender_details.php?tid=29016","","","","","","","","","",""
"OAP1","OAP1-517","Fabrication of Steel parts of Jarke khola foot trail steel truss bridge and transportation up to roadhead  of construction site (lapsiphedi VDC - 8, Kathmandu)","RAIDP/G/17/069- 70/DDC/Kathmandu/Jarke khola TB","Goods","http://edolidar.gov.np/tender_details.php?tid=29550","","","","","","","","","",""
"OAP1","OAP1-518","Fabrication of steel parts and transportation up to Birendranagar, Surkhet (Chaurkhola, Kalapatal Bamekhola, Tharpalna, Pandula and Majhuwakhola Trail Bridges)","Fabrication of steel parts and transportation up to Birendranagar, Surkhet (Chaurkhola, Kalapatal Bamekhola, Tharpalna, Pandula and Majhuwakhola Trail Bridges)","Goods","http://edolidar.gov.np/tender_details.php?tid=29607","","","","","","","","","",""
"OAP1","OAP1-519","Fabrication of steel parts and transportation up to site ( For Akchheriya Suspenion bridge","06/069/070/RAIDP/Trail Bridge","Goods","http://edolidar.gov.np/tender_details.php?tid=29955","","","","","","","","","",""
"OAP1","OAP1-52","Dulegaunda-Raipur Road","Dulegaunda-Raipur Road: Chainage 0+000 - 10+470","Civil Works","http://raidp.gov.np/wp-content/uploads/2012/01/ITB-tanahu-for-website.pdf","287","NAYA BATO NIRMAN SEWA","Nepal","333000","USD","333000","2010-11-22","","","http://search.worldbank.org/wcontractdata/contractdetails/1296840"
"OAP1","OAP1-520","Fabrication of steel parts and transportation up to bridge.) man khola site ( For Mahadeva Suspenion","07/069/070/RAIDP/Trail Bridge","Goods","http://edolidar.gov.np/tender_details.php?tid=29955","","","","","","","","","",""
"OAP1","OAP1-521","Testing Equipments: Compression Testing Machines, Cube moulds, AIV Testing Machine, DCP Testing Machine","22 Compression Testing Machines, 1000 Cube moulds, 29 AIV Testing Machines, 10 DCP Testing Machine","Goods","http://edolidar.gov.np/tender_details.php?tid=31133","","","","","","","","","",""
"OAP1","OAP1-522","Minor Tools: Sieves, Testing Equipments for Elongation, Flakiness, Slump, Cement, Field Density and others (balance, Beaker, can etc)","About 30 sets of Sieves, Testing Equipments for Elongation, Flakiness, Slump, Cement, Field Density and others (balance, Beaker, can etc)","Goods","http://edolidar.gov.np/tender_details.php?tid=31133","","","","","","","","","",""
"OAP1","OAP1-523","Fabrication of steel parts and transportation up to road heads of Chundi  Khola bridge, Bhanu-Barbhanjyang VDC","Fabrication of steel parts and transportation up to road heads of Chundi  Khola bridge, Bhanu-Barbhanjyang VDC","Goods","http://edolidar.gov.np/tender_details.php?tid=31378","","","","","","","","","",""
"OAP1","OAP1-524","Fabrication of steel parts for 9(Nine) Trail bridges and transportation up to road heads as mentioned in bidding documents.","Fabrication of steel parts for 9(Nine) Trail bridges and transportation up to road heads as mentioned in bidding documents.","Goods","http://edolidar.gov.np/tender_details.php?tid=31896","","","","","","","","","",""
"OAP1","OAP1-525","Fabrication of Steel parts and Transportation upto Road Head for KAMERE TRUSS Bridge, Samdu-3,Terhathum","RAIDP-TB-F-01-069/70","Goods","http://edolidar.gov.np/tender_details.php?tid=32240","","","","","","","","","",""
"OAP1","OAP1-526","Fabrication of Steel parts and Transportation up to Road Head for KOYAKHOLA SANGTHEM TRUSS Bridge, Samdu-7/Khamlalung-8,Terhathum","RAIDP-TB-F-02-069/70","Goods","http://edolidar.gov.np/tender_details.php?tid=32240","","","","","","","","","",""
"OAP1","OAP1-527","Fabrication of Steel parts and Transportation upto Road Head for FYAFRUNG Bridge, Jirikhimti-4/Solma-5,Terhathum","RAIDP-TB-F-03-069/70","Goods","http://edolidar.gov.np/tender_details.php?tid=32240","","","","","","","","","",""
"OAP1","OAP1-528","Fabrication of Steel parts and Transportation upto Road Head for DIPUNG YANGRA Bridge, Ambung-8/Morahang-5,Terhathum","RAIDP-TB-F-04-069/70","Goods","http://edolidar.gov.np/tender_details.php?tid=32240","","","","","","","","","",""
"OAP1","OAP1-529","Fabrication of Steel parts and Transportation upto Road Head for GURUNGTAR Bridge, Dagapa-1/Sungnam-2,Terhathum","RAIDP-TB-F-05-069/70","Goods","http://edolidar.gov.np/tender_details.php?tid=32240","","","","","","","","","",""
"OAP1","OAP1-53","SALYAN DISTRICT: SIMKHARKA-KUPINDEDAHA ROAD IMPROVEMENT PROJECT","SALYAN DISTRICT: SIMKHARKA-KUPINDEDAHA ROAD IMPROVEMENT PROJECT","Civil Works","","289","M/S NEPAL CONSTRUCTION COMPANY","Nepal","276000","USD","276000","2007-09-11","","","http://search.worldbank.org/wcontractdata/contractdetails/1269842"
"OAP1","OAP1-530","Fabrication of Steel parts for Lamitada SSTB -SN","RAIDP/G/TB/NCB/Dailekh/DDC/03/069/070","Goods","http://edolidar.gov.np/tender_details.php?tid=32458","","","","","","","","","",""
"OAP1","OAP1-531","Fabrication of Steel parts for Mallasanghu SSTB-SD","RAIDP/G/TB/NCB/Dailekh/DDC/04/069/070","Goods","http://edolidar.gov.np/tender_details.php?tid=32458","","","","","","","","","",""
"OAP1","OAP1-532","Fabrication of Steel parts for Basenighat SSTB-SD","RAIDP/G/TB/NCB/Dailekh/DDC/06/069/070","Goods","http://edolidar.gov.np/tender_details.php?tid=32458","","","","","","","","","",""
"OAP1","OAP1-533","Fabrication of Steel parts for Okhlekhola SSTB-SD","RAIDP/G/TB/NCB/Dailekh/DDC/10/069/070","Goods","http://edolidar.gov.np/tender_details.php?tid=32458","","","","","","","","","",""
"OAP1","OAP1-534","Fabrication of steel parts of JurkaTB and transportation  up to Sallibazar","RAIDP/G/NCB/Jajarkot/01/TB/2069/070","Goods","http://edolidar.gov.np/tender_details.php?tid=32518","","","","","","","","","",""
"OAP1","OAP1-535","Fabrication of steel parts of syaulibazarTB and transp -ortation  up to Sallibazar","RAIDP/G/NCB/Jajarkot/02/TB/2069/070","Goods","http://edolidar.gov.np/tender_details.php?tid=32518","","","","","","","","","",""
"OAP1","OAP1-536","Fabrication of steel parts of bangrekholaTB and transp -ortation  up to Sallibazar","RAIDP/G/NCB/Jajarkot/03/TB/2069/070","Goods","http://edolidar.gov.np/tender_details.php?tid=32518","","","","","","","","","",""
"OAP1","OAP1-537","Fabrication of steel parts of maluwataraTB and transp- ortation  up to Sallibazar","RAIDP/G/NCB/Jajarkot/04/TB/2069/070","Goods","http://edolidar.gov.np/tender_details.php?tid=32518","","","","","","","","","",""
"OAP1","OAP1-538","Fabrication of steel parts of sirke truss B and transp- ortation  up to Sallibazar","RAIDP/G/NCB/Jajarkot/05/TB/2069/070","Goods","http://edolidar.gov.np/tender_details.php?tid=32518","","","","","","","","","",""
"OAP1","OAP1-539","Fabrication of steel parts of Bherykhola trussB and trans- portation  up to Sallibazar","RAIDP/G/NCB/Jajarkot/06/TB/2069/070","Goods","http://edolidar.gov.np/tender_details.php?tid=32518","","","","","","","","","",""
"OAP1","OAP1-54","UDAYAPUR DISTRICT: GAIGHAT-NEPALTAR ROAD","UDAYAPUR DISTRICT: GAIGHAT-NEPALTAR ROAD (PACKAGE A): CH 4+000 TO 7+820","Civil Works","","290","GAURA CONSTRUCTION COMPANY PVT. LTD.","Nepal","143000","USD","143000","2007-12-21","","","http://search.worldbank.org/wcontractdata/contractdetails/1274206"
"OAP1","OAP1-540","Fabrication of steel parts of chotigothTB and transp-ortation  up to Sallibazar","RAIDP/G/NCB/Jajarkot/07/TB/2069/070","Goods","http://edolidar.gov.np/tender_details.php?tid=32518","","","","","","","","","",""
"OAP1","OAP1-541","Mal Khola Truss Bridge- Fabrication of Steel Parts","03/2069/70/TB/RAIDP/Kailali","Goods","http://edolidar.gov.np/tender_details.php?tid=32573","","","","","","","","","",""
"OAP1","OAP1-542","Fabrication of steel parts and transportation up to DDC Office of Rewati Khola bridge","Fabrication of steel parts and transportation up to DDC Office of Rewati Khola bridge","Goods","http://edolidar.gov.np/tender_details.php?tid=32582","","","","","","","","","",""
"OAP1","OAP1-543","Fabrication of steel parts and transportation up to DDC Office of Manahari bridge","Fabrication of steel parts and transportation up to DDC Office of Manahari bridge","Goods","http://edolidar.gov.np/tender_details.php?tid=32582","","","","","","","","","",""
"OAP1","OAP1-544","Fabrication of steel parts and transportation up to DDC Office of Triveni Dovan Katahare bridge","Fabrication of steel parts and transportation up to DDC Office of Triveni Dovan Katahare bridge","Goods","http://edolidar.gov.np/tender_details.php?tid=32582","","","","","","","","","",""
"OAP1","OAP1-545","Remarks Fabrication of steel parts and transportation of Babaji Bandh Truss Bridge up to DDC Office, Siraha","Remarks Fabrication of steel parts and transportation of Babaji Bandh Truss Bridge up to DDC Office, Siraha","Goods","http://edolidar.gov.np/tender_details.php?tid=34859","","","","","","","","","",""
"OAP1","OAP1-546","Fabrication of steel parts of Thulo khola Trail bridge (Truss Type and transportation up to road head Num","Fabrication of steel parts of Thulo khola Trail bridge (Truss Type and transportation up to road head Num","Goods","http://edolidar.gov.np/tender_details.php?tid=35457","","","","","","","","","",""
"OAP1","OAP1-547","Fabrication of steel parts of Baderi  Trail bridge (Truss Type and transportation up to road head hewa Dovan.","Fabrication of steel parts of Baderi  Trail bridge (Truss Type and transportation up to road head hewa Dovan.","Goods","http://edolidar.gov.np/tender_details.php?tid=35457","","","","","","","","","",""
"OAP1","OAP1-548","Fabrication of steel parts of Ikhuwa Bagar Trail bridge (SSTB) and transportation up to road head Num","Fabrication of steel parts of Ikhuwa Bagar Trail bridge (SSTB) and transportation up to road head Num","Goods","http://edolidar.gov.np/tender_details.php?tid=35457","","","","","","","","","",""
"OAP1","OAP1-549","Fabrication of steel parts of  Pukhuwa Trail bridge (SSTB) and transportation up to road head Yamchang","Fabrication of steel parts of  Pukhuwa Trail bridge (SSTB) and transportation up to road head Yamchang","Goods","http://edolidar.gov.np/tender_details.php?tid=35457","","","","","","","","","",""
"OAP1","OAP1-55","Palpa District: Harthok-Chhara-Tingire Road","Palpa District: Harthok-Chhara-Tingire Road","Civil Works","https://www.devex.com/en/projects/69856","291","M/S LOHANI & BROTHERS PVT. LTD.","Nepal","308000","USD","308000","2011-04-29","","","http://search.worldbank.org/wcontractdata/contractdetails/1306941"
"OAP1","OAP1-550","Fabrication of steel parts of Pherenge(Piluwa) Trail bridge (SSTB) and transportation up to road head Tikhidhunga","Fabrication of steel parts of Pherenge(Piluwa) Trail bridge (SSTB) and transportation up to road head Tikhidhunga","Goods","http://edolidar.gov.np/tender_details.php?tid=35457","","","","","","","","","",""
